seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness
59,J0427,Engine Bracket,Milling,53,0,160,3,17.67,2165,2218,2165,2218,2058
60,J0782,EV Battery Case,Milling,57,45,160,5,11.4,2218,2275,2173,2230,2115
61,J0854,Engine Bracket,Grinding,53,32,160,3,17.67,2275,2328,2243,2296,2168
62,J0940,Engine Bracket,Milling,43,15,160,3,14.33,2328,2371,2313,2356,2211
63,J0409,Drive Shaft,Grinding,52,51,161,5,10.4,2371,2423,2320,2372,2262
64,J0951,Sensor Housing,Drilling,20,131,161,2,10.0,2423,2443,2292,2312,2282
65,J0003,Sensor Housing,Drilling,18,35,163,1,18.0,2443,2461,2408,2426,2298
66,J0668,Gear Box Cover,Milling,72,26,164,3,24.0,2461,2533,2435,2507,2369
67,J0740,Battery Module Cover,Milling,46,7,164,4,11.5,2533,2579,2526,2572,2415
68,J0914,Brake Component,Drilling,31,27,166,4,7.75,2579,2610,2552,2583,2444
69,J0085,Engine Bracket,Milling,54,5,169,3,18.0,2610,2664,2605,2659,2495
70,J0096,Gear Box Cover,Milling,38,43,169,3,12.67,2664,2702,2621,2659,2533
71,J0209,Brake Component,Grinding,24,104,169,5,4.8,2702,2726,2598,2622,2557
72,J0397,Engine Bracket,Grinding,80,41,169,4,20.0,2726,2806,2685,2765,2637
73,J0535,Sensor Housing,Milling,14,64,169,1,14.0,2806,2820,2742,2756,2651
74,J0005,Drive Shaft,Lathe,100,25,170,4,25.0,2820,2920,2795,2895,2750
75,J0912,Engine Bracket,Milling,59,82,171,4,14.75,2920,2979,2838,2897,2808
76,J0030,Drive Shaft,Grinding,52,97,172,5,10.4,2979,3031,2882,2934,2859
77,J0417,Engine Bracket,Milling,55,59,172,3,18.33,3031,3086,2972,3027,2914
78,J0471,Sensor Housing,Milling,15,113,172,2,7.5,3086,3101,2973,2988,2929
79,J0681,Brake Component,Drilling,23,137,172,5,4.6,3101,3124,2964,2987,2952
80,J0064,Gear Box Cover,Milling,70,29,174,3,23.33,3124,3194,3095,3165,3020
81,J0254,Drive Shaft,Lathe,107,49,175,5,21.4,3194,3301,3145,3252,3126
82,J0087,Brake Component,Drilling,20,134,176,5,4.0,3301,3321,3167,3187,3145
83,J0848,Sensor Housing,Milling,15,111,176,2,7.5,3321,3336,3210,3225,3160
84,J0442,Gear Box Cover,Drilling,57,13,178,3,19.0,3336,3393,3323,3380,3215
85,J0676,Battery Module Cover,Milling,79,53,178,4,19.75,3393,3472,3340,3419,3294
86,J0727,Brake Component,Grinding,41,97,178,4,10.25,3472,3513,3375,3416,3335
87,J0785,Sensor Housing,Milling,20,19,178,1,20.0,3513,3533,3494,3514,3355
88,J0913,Gear Box Cover,Drilling,48,32,178,3,16.0,3533,3581,3501,3549,3403
89,J0435,Engine Bracket,Grinding,35,7,179,3,11.67,3581,3616,3574,3609,3437
90,J0946,Battery Module Cover,Milling,42,30,179,4,10.5,3616,3658,3586,3628,3479
91,J0550,EV Battery Case,Milling,87,27,180,5,17.4,3658,3745,3631,3718,3565
92,J0999,Engine Bracket,Milling,30,135,180,4,7.5,3745,3775,3610,3640,3595
93,J0129,Engine Bracket,Grinding,55,61,181,3,18.33,3775,3830,3714,3769,3649
94,J0132,EV Battery Case,Assembly,77,52,181,5,15.4,3830,3907,3778,3855,3726
95,J0172,Drive Shaft,Grinding,59,40,181,4,14.75,3907,3966,3867,3926,3785
96,J0977,Sensor Housing,Drilling,17,92,181,1,17.0,3966,3983,3874,3891,3802
97,J0241,Brake Component,Drilling,27,82,184,4,6.75,3983,4010,3901,3928,3826
98,J0086,Gear Box Cover,Drilling,64,66,185,4,16.0,4010,4074,3944,4008,3889
99,J0766,Engine Bracket,Milling,48,86,185,3,16.0,4074,4122,3988,4036,3937
100,J0394,Brake Component,Drilling,17,92,186,4,4.25,4122,4139,4030,4047,3953
101,J0501,Drive Shaft,Lathe,102,5,186,4,25.5,4139,4241,4134,4236,4055
102,J0517,EV Battery Case,Assembly,65,88,187,5,13.0,4241,4306,4153,4218,4119
103,J0221,EV Battery Case,Assembly,79,64,188,5,15.8,4306,4385,4242,4321,4197
104,J0391,Gear Box Cover,Drilling,59,44,188,3,19.67,4385,4444,4341,4400,4256
105,J0692,Engine Bracket,Grinding,66,0,188,3,22.0,4444,4510,4444,4510,4322
106,J0947,Sensor Housing,Milling,21,87,188,1,21.0,4510,4531,4423,4444,4343
107,J0540,Sensor Housing,Milling,14,58,189,1,14.0,4531,4545,4473,4487,4356
108,J0159,Brake Component,Grinding,36,114,190,4,9.0,4545,4581,4431,4467,4391
109,J0232,Gear Box Cover,Milling,39,65,190,3,13.0,4581,4620,4516,4555,4430
110,J0599,Battery Module Cover,Milling,84,47,190,5,16.8,4620,4704,4573,4657,4514
111,J0601,Sensor Housing,Milling,19,153,190,2,9.5,4704,4723,4551,4570,4533
112,J0026,Engine Bracket,Grinding,30,74,191,3,10.0,4723,4753,4649,4679,4562
113,J0032,Sensor Housing,Milling,22,51,191,1,22.0,4753,4775,4702,4724,4584
114,J0103,Gear Box Cover,Milling,60,11,191,3,20.0,4775,4835,4764,4824,4644
115,J0158,Gear Box Cover,Milling,41,36,191,3,13.67,4835,4876,4799,4840,4685
116,J0460,Drive Shaft,Lathe,55,17,191,4,13.75,4876,4931,4859,4914,4740
117,J0234,Drive Shaft,Grinding,110,40,192,5,22.0,4931,5041,4891,5001,4849
118,J0361,Drive Shaft,Lathe,77,20,195,4,19.25,5041,5118,5021,5098,4923
119,J0562,Engine Bracket,Grinding,42,56,195,3,14.0,5118,5160,5062,5104,4965
120,J0639,Battery Module Cover,Assembly,45,37,195,4,11.25,5160,5205,5123,5168,5010
121,J0798,Gear Box Cover,Drilling,54,74,195,3,18.0,5205,5259,5131,5185,5064
122,J0416,Gear Box Cover,Milling,75,38,196,3,25.0,5259,5334,5221,5296,5138
123,J0868,Gear Box Cover,Milling,56,54,196,3,18.67,5334,5390,5280,5336,5194
124,J0801,Gear Box Cover,Milling,42,110,197,3,14.0,5390,5432,5280,5322,5235
125,J0600,Battery Module Cover,Assembly,65,121,198,5,13.0,5432,5497,5311,5376,5299
126,J0666,Engine Bracket,Milling,44,144,198,4,11.0,5497,5541,5353,5397,5343
127,J0457,Drive Shaft,Lathe,96,55,199,4,24.0,5541,5637,5486,5582,5438
128,J0843,EV Battery Case,Assembly,92,63,199,5,18.4,5637,5729,5574,5666,5530
129,J0916,Sensor Housing,Milling,11,147,199,1,11.0,5729,5740,5582,5593,5541
130,J0448,Brake Component,Drilling,23,63,200,4,5.75,5740,5763,5677,5700,5563
131,J0886,Drive Shaft,Lathe,54,124,200,5,10.8,5763,5817,5639,5693,5617
132,J0381,Engine Bracket,Grinding,47,31,201,3,15.67,5817,5864,5786,5833,5663
133,J0945,Sensor Housing,Milling,21,113,201,1,21.0,5864,5885,5751,5772,5684
134,J0075,Gear Box Cover,Drilling,51,100,202,3,17.0,5885,5936,5785,5836,5734
135,J0414,Drive Shaft,Lathe,54,80,202,4,13.5,5936,5990,5856,5910,5788
136,J0463,Brake Component,Drilling,24,57,203,4,6.0,5990,6014,5933,5957,5811
137,J0164,Engine Bracket,Milling,56,17,204,3,18.67,6014,6070,5997,6053,5866
138,J0573,Engine Bracket,Milling,48,69,204,3,16.0,6070,6118,6001,6049,5914
139,J0636,Sensor Housing,Milling,25,137,204,1,25.0,6118,6143,5981,6006,5939
140,J0258,Battery Module Cover,Assembly,65,95,207,4,16.25,6143,6208,6048,6113,6001
141,J0429,Brake Component,Grinding,31,70,207,4,7.75,6208,6239,6138,6169,6032
142,J0830,Battery Module Cover,Milling,83,39,208,4,20.75,6239,6322,6200,6283,6114
143,J0289,Sensor Housing,Drilling,20,48,209,1,20.0,6322,6342,6274,6294,6133
144,J0430,EV Battery Case,Assembly,105,89,209,5,21.0,6342,6447,6253,6358,6238
145,J0743,EV Battery Case,Assembly,93,51,209,5,18.6,6447,6540,6396,6489,6331
146,J0503,Sensor Housing,Milling,11,89,210,1,11.0,6540,6551,6451,6462,6341
147,J0598,Gear Box Cover,Drilling,59,87,210,3,19.67,6551,6610,6464,6523,6400
148,J0689,EV Battery Case,Assembly,102,59,210,5,20.4,6610,6712,6551,6653,6502
149,J0705,Drive Shaft,Lathe,116,76,210,5,23.2,6712,6828,6636,6752,6618
150,J0707,Battery Module Cover,Milling,59,129,210,5,11.8,6828,6887,6699,6758,6677
151,J0930,Drive Shaft,Grinding,78,92,210,5,15.6,6887,6965,6795,6873,6755
152,J0037,EV Battery Case,Assembly,93,11,211,5,18.6,6965,7058,6954,7047,6847
153,J0800,Engine Bracket,Grinding,35,138,211,4,8.75,7058,7093,6920,6955,6882
154,J0923,Sensor Housing,Drilling,7,72,211,1,7.0,7093,7100,7021,7028,6889
155,J0238,Sensor Housing,Drilling,13,81,212,1,13.0,7100,7113,7019,7032,6901
156,J0069,Engine Bracket,Milling,53,70,213,3,17.67,7113,7166,7043,7096,6953
157,J0462,Battery Module Cover,Assembly,56,62,213,4,14.0,7166,7222,7104,7160,7009
158,J0581,Battery Module Cover,Milling,56,32,213,4,14.0,7222,7278,7190,7246,7065
159,J0673,Brake Component,Grinding,45,46,213,4,11.25,7278,7323,7232,7277,7110
160,J0986,Battery Module Cover,Milling,76,39,213,4,19.0,7323,7399,7284,7360,7186
161,J1000,Sensor Housing,Milling,13,67,213,1,13.0,7399,7412,7332,7345,7199
162,J0062,Sensor Housing,Milling,10,72,214,1,10.0,7412,7422,7340,7350,7208
163,J0967,Engine Bracket,Milling,60,61,214,3,20.0,7422,7482,7361,7421,7268
164,J0281,Gear Box Cover,Milling,43,50,215,3,14.33,7482,7525,7432,7475,7310
165,J0638,Engine Bracket,Milling,37,123,216,3,12.33,7525,7562,7402,7439,7346
166,J0973,Sensor Housing,Drilling,7,147,216,1,7.0,7562,7569,7415,7422,7353
167,J0193,Engine Bracket,Milling,38,49,217,3,12.67,7569,7607,7520,7558,7390
168,J0240,Brake Component,Grinding,52,121,217,4,13.0,7607,7659,7486,7538,7442
169,J0780,EV Battery Case,Milling,76,43,218,5,15.2,7659,7735,7616,7692,7517
170,J0815,Sensor Housing,Drilling,9,96,218,1,9.0,7735,7744,7639,7648,7526
171,J0876,Sensor Housing,Drilling,6,104,218,1,6.0,7744,7750,7640,7646,7532
172,J0278,Drive Shaft,Lathe,99,54,219,4,24.75,7750,7849,7696,7795,7630
173,J0662,Gear Box Cover,Milling,36,128,219,4,9.0,7849,7885,7721,7757,7666
174,J0151,EV Battery Case,Assembly,68,16,221,5,13.6,7885,7953,7869,7937,7732
175,J0728,Brake Component,Grinding,53,134,221,5,10.6,7953,8006,7819,7872,7785
176,J0845,Gear Box Cover,Drilling,70,34,221,3,23.33,8006,8076,7972,8042,7855
177,J0885,Drive Shaft,Lathe,79,2,221,4,19.75,8076,8155,8074,8153,7934
178,J0183,Engine Bracket,Grinding,69,22,222,3,23.0,8155,8224,8133,8202,8002
179,J0332,Sensor Housing,Drilling,16,125,222,1,16.0,8224,8240,8099,8115,8018
180,J0580,EV Battery Case,Milling,64,145,222,5,12.8,8240,8304,8095,8159,8082
181,J0712,EV Battery Case,Milling,113,22,223,5,22.6,8304,8417,8282,8395,8194
182,J0992,Sensor Housing,Drilling,6,101,223,1,6.0,8417,8423,8316,8322,8200
183,J0143,EV Battery Case,Milling,82,71,224,5,16.4,8423,8505,8352,8434,8281
184,J0304,Engine Bracket,Grinding,40,120,224,3,13.33,8505,8545,8385,8425,8321
185,J0356,Brake Component,Grinding,39,65,225,4,9.75,8545,8584,8480,8519,8359
186,J0908,Sensor Housing,Milling,19,83,225,1,19.0,8584,8603,8501,8520,8378
187,J0082,Gear Box Cover,Drilling,30,142,226,4,7.5,8603,8633,8461,8491,8407
188,J0404,EV Battery Case,Milling,114,61,226,5,22.8,8633,8747,8572,8686,8521
189,J0466,Gear Box Cover,Milling,67,67,226,3,22.33,8747,8814,8680,8747,8588
190,J0994,EV Battery Case,Assembly,113,88,226,5,22.6,8814,8927,8726,8839,8701
191,J0363,Gear Box Cover,Milling,76,6,227,3,25.33,8927,9003,8921,8997,8776
192,J0537,Drive Shaft,Lathe,85,90,228,5,17.0,9003,9088,8913,8998,8860
193,J0533,EV Battery Case,Assembly,80,96,229,5,16.0,9088,9168,8992,9072,8939
194,J0615,Engine Bracket,Grinding,63,110,229,3,21.0,9168,9231,9058,9121,9002
195,J0738,Brake Component,Drilling,16,92,229,4,4.0,9231,9247,9139,9155,9018
196,J0060,Gear Box Cover,Drilling,57,66,230,3,19.0,9247,9304,9181,9238,9074
197,J0358,Battery Module Cover,Assembly,65,153,230,5,13.0,9304,9369,9151,9216,9139
198,J0418,Engine Bracket,Milling,28,92,230,3,9.33,9369,9397,9277,9305,9167
199,J0893,Battery Module Cover,Assembly,85,27,230,4,21.25,9397,9482,9370,9455,9252
200,J0365,Brake Component,Grinding,22,163,231,5,4.4,9482,9504,9319,9341,9273
201,J0704,Engine Bracket,Grinding,74,57,232,3,24.67,9504,9578,9447,9521,9346
202,J0995,Sensor Housing,Milling,12,89,232,1,12.0,9578,9590,9489,9501,9358
203,J0190,Battery Module Cover,Assembly,72,101,233,4,18.0,9590,9662,9489,9561,9429
204,J0437,Battery Module Cover,Milling,37,83,233,4,9.25,9662,9699,9579,9616,9466
205,J0997,Brake Component,Drilling,30,171,233,5,6.0,9699,9729,9528,9558,9496
206,J0847,Sensor Housing,Drilling,7,184,234,2,3.5,9729,9736,9545,9552,9502
207,J0425,Brake Component,Drilling,27,148,235,4,6.75,9736,9763,9588,9615,9528
208,J0678,Battery Module Cover,Milling,35,91,235,4,8.75,9763,9798,9672,9707,9563
209,J0759,Battery Module Cover,Assembly,40,176,235,5,8.0,9798,9838,9622,9662,9603
210,J0874,Brake Component,Drilling,18,109,235,4,4.5,9838,9856,9729,9747,9621
211,J0194,Gear Box Cover,Milling,49,68,236,3,16.33,9856,9905,9788,9837,9669
212,J0266,EV Battery Case,Milling,100,26,236,5,20.0,9905,10005,9879,9979,9769
213,J0419,Brake Component,Grinding,29,136,236,4,7.25,10005,10034,9869,9898,9798
214,J0519,Sensor Housing,Drilling,17,171,236,1,17.0,10034,10051,9863,9880,9815
215,J0760,Drive Shaft,Grinding,51,88,236,4,12.75,10051,10102,9963,10014,9866
216,J0828,Battery Module Cover,Milling,75,81,236,4,18.75,10102,10177,10021,10096,9941
217,J0968,Brake Component,Drilling,31,69,236,4,7.75,10177,10208,10108,10139,9972
218,J0310,Engine Bracket,Grinding,31,72,237,3,10.33,10208,10239,10136,10167,10002
219,J0813,Sensor Housing,Drilling,19,159,237,1,19.0,10239,10258,10080,10099,10021
220,J0432,Engine Bracket,Milling,38,70,238,3,12.67,10258,10296,10188,10226,10058
221,J0822,Brake Component,Drilling,20,157,238,4,5.0,10296,10316,10139,10159,10078
222,J0412,Sensor Housing,Drilling,20,194,239,2,10.0,10316,10336,10122,10142,10097
223,J0762,EV Battery Case,Milling,106,35,239,5,21.2,10336,10442,10301,10407,10203
224,J0525,Brake Component,Grinding,42,110,240,4,10.5,10442,10484,10332,10374,10244
225,J0575,EV Battery Case,Milling,112,25,240,5,22.4,10484,10596,10459,10571,10356
226,J0236,Drive Shaft,Lathe,74,67,243,4,18.5,10596,10670,10529,10603,10427
227,J0521,Gear Box Cover,Drilling,47,121,243,3,15.67,10670,10717,10549,10596,10474
228,J0640,Engine Bracket,Milling,25,96,243,3,8.33,10717,10742,10621,10646,10499
229,J0196,Sensor Housing,Drilling,14,143,244,1,14.0,10742,10756,10599,10613,10512
230,J0400,Engine Bracket,Grinding,57,49,244,3,19.0,10756,10813,10707,10764,10569
231,J0878,Gear Box Cover,Milling,35,124,244,3,11.67,10813,10848,10689,10724,10604
232,J0631,Brake Component,Drilling,19,154,245,4,4.75,10848,10867,10694,10713,10622
233,J0818,Battery Module Cover,Milling,76,43,245,4,19.0,10867,10943,10824,10900,10698
234,J0433,Drive Shaft,Lathe,89,103,246,5,17.8,10943,11032,10840,10929,10786
235,J0659,Gear Box Cover,Drilling,38,165,246,3,12.67,11032,11070,10867,10905,10824
236,J0292,Drive Shaft,Lathe,113,84,247,5,22.6,11070,11183,10986,11099,10936
237,J0641,Sensor Housing,Drilling,5,108,248,1,5.0,11183,11188,11075,11080,10940
238,J0778,Battery Module Cover,Assembly,92,125,248,5,18.4,11188,11280,11063,11155,11032
239,J0227,Drive Shaft,Lathe,91,60,249,4,22.75,11280,11371,11220,11311,11122
240,J0508,Drive Shaft,Lathe,91,73,249,4,22.75,11371,11462,11298,11389,11213
241,J0510,Battery Module Cover,Assembly,62,98,249,4,15.5,11462,11524,11364,11426,11275
242,J0019,Engine Bracket,Milling,54,181,252,4,13.5,11524,11578,11343,11397,11326
243,J0242,Drive Shaft,Grinding,93,86,252,4,23.25,11578,11671,11492,11585,11419
244,J0793,Engine Bracket,Milling,40,101,252,3,13.33,11671,11711,11570,11610,11459
245,J0771,Engine Bracket,Grinding,42,145,253,3,14.0,11711,11753,11566,11608,11500
246,J0114,Engine Bracket,Milling,38,118,254,3,12.67,11753,11791,11635,11673,11537
247,J0211,Drive Shaft,Lathe,118,46,254,4,29.5,11791,11909,11745,11863,11655
248,J0282,Brake Component,Grinding,40,172,254,4,10.0,11909,11949,11737,11777,11695
249,J0098,Gear Box Cover,Milling,45,137,255,3,15.0,11949,11994,11812,11857,11739
250,J0264,Drive Shaft,Grinding,67,115,255,4,16.75,11994,12061,11879,11946,11806
251,J0620,Drive Shaft,Lathe,68,139,255,4,17.0,12061,12129,11922,11990,11874
252,J0058,Brake Component,Grinding,52,123,256,4,13.0,12129,12181,12006,12058,11925
253,J0181,Sensor Housing,Drilling,6,237,256,2,3.0,12181,12187,11944,11950,11931
254,J0802,Gear Box Cover,Milling,59,138,256,3,19.67,12187,12246,12049,12108,11990
255,J0450,Battery Module Cover,Assembly,95,116,257,5,19.0,12246,12341,12130,12225,12084
256,J0477,Brake Component,Drilling,28,172,257,4,7.0,12341,12369,12169,12197,12112
257,J0556,Gear Box Cover,Milling,80,123,257,4,20.0,12369,12449,12246,12326,12192
258,J0102,EV Battery Case,Assembly,65,135,258,5,13.0,12449,12514,12314,12379,12256
259,J0203,Brake Component,Drilling,16,97,258,4,4.0,12514,12530,12417,12433,12272
260,J0315,Brake Component,Grinding,30,128,259,4,7.5,12530,12560,12402,12432,12301
261,J0910,Gear Box Cover,Milling,56,118,259,3,18.67,12560,12616,12442,12498,12357
262,J0931,Sensor Housing,Milling,17,130,259,1,17.0,12616,12633,12486,12503,12374
263,J0661,Drive Shaft,Grinding,52,116,260,4,13.0,12633,12685,12517,12569,12425
264,J0939,EV Battery Case,Assembly,63,50,260,5,12.6,12685,12748,12635,12698,12488
265,J0679,Brake Component,Drilling,31,181,261,4,7.75,12748,12779,12567,12598,12518
266,J0757,Battery Module Cover,Assembly,52,71,261,4,13.0,12779,12831,12708,12760,12570
267,J0937,Sensor Housing,Milling,25,99,261,1,25.0,12831,12856,12732,12757,12595
268,J0097,EV Battery Case,Milling,93,124,262,5,18.6,12856,12949,12732,12825,12687
269,J0919,Engine Bracket,Grinding,45,174,262,3,15.0,12949,12994,12775,12820,12732
270,J0225,Sensor Housing,Drilling,10,196,265,1,10.0,12994,13004,12798,12808,12739
271,J0906,Battery Module Cover,Milling,63,130,265,4,15.75,13004,13067,12874,12937,12802
272,J0871,Engine Bracket,Grinding,43,181,266,3,14.33,13067,13110,12886,12929,12844
273,J0325,Drive Shaft,Grinding,78,55,267,4,19.5,13110,13188,13055,13133,12921
274,J0339,Brake Component,Grinding,54,85,267,4,13.5,13188,13242,13103,13157,12975
275,J0909,Drive Shaft,Grinding,86,140,267,4,21.5,13242,13328,13102,13188,13061
276,J0337,Engine Bracket,Grinding,68,51,268,3,22.67,13328,13396,13277,13345,13128
277,J0408,Sensor Housing,Milling,6,132,268,1,6.0,13396,13402,13264,13270,13134
278,J0576,Gear Box Cover,Drilling,71,80,268,3,23.67,13402,13473,13322,13393,13205
279,J0031,Gear Box Cover,Milling,42,174,269,3,14.0,13473,13515,13299,13341,13246
280,J0744,EV Battery Case,Assembly,120,25,269,5,24.0,13515,13635,13490,13610,13366
281,J0869,EV Battery Case,Milling,86,42,269,5,17.2,13635,13721,13593,13679,13452
282,J0239,Engine Bracket,Grinding,39,130,270,3,13.0,13721,13760,13591,13630,13490
283,J0607,Sensor Housing,Milling,12,130,270,1,12.0,13760,13772,13630,13642,13502
284,J0720,Gear Box Cover,Drilling,56,69,270,3,18.67,13772,13828,13703,13759,13558
285,J0775,Brake Component,Drilling,41,135,270,4,10.25,13828,13869,13693,13734,13599
286,J0820,Drive Shaft,Grinding,86,82,271,4,21.5,13869,13955,13787,13873,13684
287,J0974,EV Battery Case,Assembly,86,37,271,5,17.2,13955,14041,13918,14004,13770
288,J0093,Battery Module Cover,Milling,79,110,272,4,19.75,14041,14120,13931,14010,13848
289,J0323,Drive Shaft,Grinding,52,129,272,4,13.0,14120,14172,13991,14043,13900
290,J0572,Drive Shaft,Grinding,93,94,272,4,23.25,14172,14265,14078,14171,13993
291,J0616,Battery Module Cover,Assembly,53,86,272,4,13.25,14265,14318,14179,14232,14046
292,J0789,Drive Shaft,Grinding,62,132,272,4,15.5,14318,14380,14186,14248,14108
293,J0604,EV Battery Case,Assembly,112,130,275,5,22.4,14380,14492,14250,14362,14217
294,J0816,Battery Module Cover,Assembly,65,88,275,4,16.25,14492,14557,14404,14469,14282
295,J0969,Sensor Housing,Milling,12,216,275,2,6.0,14557,14569,14341,14353,14294
296,J0518,Brake Component,Drilling,43,148,277,4,10.75,14569,14612,14421,14464,14335
297,J0579,Brake Component,Drilling,38,190,277,5,7.6,14612,14650,14422,14460,14373
298,J0984,Drive Shaft,Grinding,91,65,277,4,22.75,14650,14741,14585,14676,14464
299,J0153,EV Battery Case,Milling,83,127,278,5,16.6,14741,14824,14614,14697,14546
300,J0360,Battery Module Cover,Milling,74,75,278,4,18.5,14824,14898,14749,14823,14620
301,J0844,Drive Shaft,Grinding,81,67,278,4,20.25,14898,14979,14831,14912,14701
302,J0163,Drive Shaft,Grinding,55,131,280,4,13.75,14979,15034,14848,14903,14754
303,J0486,Gear Box Cover,Drilling,44,94,280,3,14.67,15034,15078,14940,14984,14798
304,J0825,Brake Component,Grinding,48,206,280,5,9.6,15078,15126,14872,14920,14846
305,J0864,Drive Shaft,Lathe,58,181,280,4,14.5,15126,15184,14945,15003,14904
306,J0920,Sensor Housing,Milling,25,132,280,1,25.0,15184,15209,15052,15077,14929
307,J0336,Drive Shaft,Lathe,51,107,281,4,12.75,15209,15260,15102,15153,14979
